text,label
"025 no one talking dimension door mike tell holly episode 1. theory holly remembers mike said, creates door house.",0
"hi netflix dont subscription see stranger thing offer subscription, please big fan netflix",1
"saw last moment serie 4 3 demogorgon attack mike,lucas,and,robin wondering happened hoped safe thought like",0
anyone but steve im ok dying,0
season 6 coming,0
person falling steve! sure dont believe go check latest episode fallon show duffer brother,-1
die die confirms atleast theyre not going die,0
think nancy jonathan kissed total nonsense,-1
"025 holly heroic story, freaking knew",1
steve dy im coming netflix,-1
steve please donnt die,0
two die cancel netflix subscription,-1
"die, die. no! no! no! noooooooooooo! nooooooooooo!",-1
who like max eleven,0
like max please dont die die die,0
120 br9 looked like fred 2 millisecond,0
waiting season 5 part vote,0
complete oa please,0
least know steve survives big fall,0
cant wait,1
im hyped,1
finally got see rambo version nancy,1
117 saw steve faling noooooooo,0
im excited,1
dont get made vecna look like grinch though,-1
editor know edit,0
die die yo u mean u mean,-1
legend say barb return,1
,1
imagine watching season one trailer jumping straight trailer,0
think hopper loses will mom mike loses el,0
"fun fact pretty sure jane eleven hopper storm eddie died possible hopper death finally probably not but hey, theory, flim theory",1
"fyi, steve definitely gonna die.",-1
2 day edit comment mabye idk,0
steve dies.....i die,-1
bro going peak,1
119 vecna freddy fazbear twitching,0
okay,0
vecna v everyone final round coming,1
grew kid not ready say goodbye,-1
endgame vibes.no funonly pain goodbyes.,-1
congrats netflix finally finishing show instead cancelling halfwayhistoric moment!,1
"thanks almighty, universe, netflix whosoever part finally getting over....",1
tf second trailer,-1
rip steve,0
fake scene original el look 12,0
"steves im gonna stop watching stranger thing destroy tv,phone,my bed id like go upside stay ground sobbing",-1
omg im excited,1
10 year journey gonna finished,1
"omg, cant wait. still havent watched first volume yet.",1
not sure ever like another show much like one. right soprano wire breaking bad. good.,1
stranger thing season 5 best season yet.,1
genuinely hope mindflayre turn final villain always supreme entity show but everyone kinda forgot vecna introduced,0
ok and? im jonathan mustard thats matters.,1
still last episode new year,-1
henry seems like someone wonder,0
gonna peak,1
time come tell tale...,0
"024 theory line this, dustin say everything thought upside dead wrong, thought upside replica world, but real world creation upside down?",-1
"man hate show capping five season but, time respect",-1
051 love bullet hit beat song!!!!,1
"look really closely, steve falling",0
good,1
"die die steve dies, die",-1
holly powers???,0
well im going buy 10 pack tissue season,0
iiiiiiiiiiiits time ufc upsidedown champion world,1
cant believe st coming end,-1
whats favorite christmas movieshow? stranger thing,0
bout great season,1
steve die dont subscribe netflix never again!!!!! stranger thing next episode finishing duffer brother,-1
omg,0
look like kugelblitz,0
omg love mike much became 11,1
but happens mr. wheeler? asked no one ever,0
118 character thats gonna sacrificed?,0
need season 6 like ??,0
cant wait!!!!,1
getting thesslhydra?,0
steve dy die,-1
steve dy pls play end beginning,0
"eh, stranger thing happened.",-1
oh no steve doomed....,-1
642,0
want remix song,1
kind hope get dragon final season.031me dragon not beholder dragon,0
die duffer brother better find new career,-1
sorry could add another season?,0
4 day party. rlly hope see brutal death long not kid one main cast.i watched welcome derry,0
die die. nooo dont,-1
song fire ngl,1
w trailer,0
106 shit,-1
,0
finally willy sum besides cry,0
"nancy steve gonna together! get go toto africa, there nothing hundred men ever gonna happen",1
vecna bowing? cooked season,0
who dying season,-1
136 season 3 reference,0
11 008 reunited?,0
there definitely something someone vecna theyre hiding u,0
hope final battle vecna eleven also maybe kali,0
135 theory look demogorgan one kill last episode going use like frankenstein kind thing bring back life use cross wall.,0
song name?,0
steve falling,-1
cant take nancy seriously dreadful hair,-1
netflix u please switch time midnight 1200 1225 8pm long,0
thumb going see finale theaters.,1
cant wait masterpiece,1
who watching steve dustin die,-1
make 5 seasons. first season died ran steam over.,-1
omg cant wait,1
not singing up..side..down also soooo intenseeee,-1
cant wait see volume 2.molly max vecna mind memory.what clue gonna find escape place help kid trap.,1
"steve dy dont play end beginning, im going lose it!!!",-1
felt never stood chance,-1
stranger thing ficou muito bom,0
"sorry but ever since dad said, vekna grinch sunburnt no hair cant afraid veckna.",0
day,1
die please dont happen,-1
die dieee,-1
vecna skinny like hellooooo?,-1
excited,1
save mike eleven go crazy mikelets hope steve dustinbun doesnt die,0
peakkk,0
thank god mileven confirmed!,1
guess vecna said youre going help one last time fake.,-1
christmas dufferbrothers decided santa give st fan gift,1
bro cant waitttztdf,1
vecna bowing will. ill let see end.,0
fuckass zionist show,-1
better end positive note,0
gobi manchurian ?,0
steve die die dustin die die guy die description dy,-1
ive got say netflix made best decision life believing duffer brothers. greatest show time.,1
contain last episode,0
elf went upside here said.guys went upside let tell not fun creature chasing u looked like this! show picture demogorgen glade made back home definitely report santa this. jingle buddyi thought pretty cool,1
dear jonathan besafe,1
ho,0
"holy, mother god! part going crazy",1
wheres joyce,-1
love stranger thing nancy,1
dang! nancy look freaking cool!!! walk em wheeler!!!,1
steve er kichu hoile khobor ache motherchodh,0
netflix new monster stranger thing there no demodogs demogorgans idk who new monster give u hint hint start w,0
"057 lucos knew ,the go ahead difficult character well audience",-1
right,0
"steve dy next episode called, vanishing duffer brother",-1
thought never ending story,-1
love flim much,1
145 bowing something aint mind flayer r prob cooked,0
got one word cinema!,0
"steve die, diedustin die, dieerica season 3 youre gonna die!",-1
"153 im not crying, cry . soooooo beautiful",1
guy robin might die cause 105 vickie saw demodog robin background later 112 u see lucas max vickie hiding without robin might die,-1
cant release everything,-1
mike looking upside holly max turning sidewaysdown holly max looking,0
forgot happened volume 1,0
goosebump,0
steve falling dy im suing netflix,-1
damn cant wait! even mother excited,1
"netflix pulling die, die steve subscription. 136 cool. steve dies, netflix dy financially.",-1
apocalypse coming,-1
side not another dimension future stranger thing world,0
steve dustin die season 6 frist missing duffer brother,0
wonder upside really know dead wrong like dustin said,-1
oh,0
dont think season 5 would end st,0
released??,0
insane im excitedwheres erica hope max wake holly max okay plz like comment not forcing,1
think el lose power end wont able get back,-1
need max wake ultimately finish vecna finale. would awesome!,1
bro time coming,-1
im excited,1
netflix pls season pls pls pls pls pls,1
"best sci fi tv series ever made, dd game, powers, love, friendships, family bad guy...",1
"die, die year whatever takes...lets",0
good twist venca not bad guy get confronted tell coming portal upon come true....hawkings kid adult come together fight,1
not vicki please,-1
010 up...side...down,0
whats song upside down? 034,0
ill come 2026 watch many like ive got!!,1
not watching cant wait volume 2,1
oi theyve got pulsing black orb dark,0
vecna time...me stop copying mariah carey focus killing spree.,-1
"die, diedont netflix",-1
"bro swearr steve, erica,murray dustin dy vol 2 im deleting netflix throw tv window",-1
duffer brother always create iconic trailers. want vol 2 right now!!,1
give u good christmas,1
slaughtered 3 demogorgon failed cooommee ooaaahhhnn!!!!!!,-1
058 russian accent girliee,-1
"steve dustin dies, create 9th episode titled vanishing duffer brother",0
"die, die oh hell nawh pleaseeeee",-1
die die,-1
bat orb? also vekna growing wing back?,0
showtime,1
,-1
squid game s3 part 2 but stranger thing,0
thanks alot advertising moonhaven like new show 3 year old show got canceled 1 season. love never finding thing turn out.,1
thyme...,0
133 think kali power gone cause military thats attacked like xdd gang firstly something restore kali powers...,0
best christmas,1
tooooo goooooddddddddddddd,1
fk,-1
epiccccccc,1
118 guy shouldnt steve who falling,-1
absolutely cinema!!,1
no cap 1010,1
gang !,1
timeeee!!!!!!!!!!!!!!,1
chance byler endgame?,0
screw dustin steve saying die die vecna bowing someone something,-1
demogorgon coming back alone demodog russian demogorgon 1005,0
let goooooo!,1
106 deju vu,0
053 gang nancy,0
time new world final season hit hard,0
148 look like he bowing something suggestion mind flayer,0
stranger thing like weird mixture harry potter star war opinion,-1
banger,0
best christmas present ill ever get,1
anyone else get avenger infinity war endgame vibe this?! hero lost first series separated. come together and..,0
cant wait!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
anne e really throwing,-1
bro week restarted season 1 im season 5,0
within duffer brother showed u vecna henry one? got sent upside open vecna kept replaced like billy,0
if. within vecna mind none real vecna. vecna make see stuff thats not acully like 008 but 001 telepathy mind control well showing dont want see thats trying trick everyone make see he seeing. even hasnt seen like he macking play playing game,-1
